组	旧事实	新事实	载体	原文
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/119-槽定宽的补齐代价.md:18	`discrete`（只在 512 / 1024 / 4096 三点，与 E114（小数据打包容器的总账） / E116（打包容器的账·补元数据写与整理策略） 取样点对齐）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/119-槽定宽的补齐代价.md:49	### 结论三：三个已定取样点上定宽几乎不要钱
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/119-槽定宽的补齐代价.md:52	⚠️ **这正是取样点不敏感的形状**：只看 E114（小数据打包容器的总账） / E116（打包容器的账·补元数据写与整理策略）
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/119-槽定宽的补齐代价.md:53	用的那三个取样点，会得出「定宽不要钱」这个错结论。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/119-槽定宽的补齐代价.md:59	按 `.claude/rules/mutation-sampling.md` 三分：**不是等价变异，也不是取样点不敏感，是真盲区**。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/120-档表取等比时公比怎么定.md:42	它的三个取样点 512 / 1024 / 4096 **全是 2 的幂** ⇒ `r` = 2.0 在它上面只多 1 个容器（+0.02%），
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/120-档表取等比时公比怎么定.md:44	这是 E119（槽定宽的补齐代价） 记的那个取样点陷阱的第二次发作，换了个方向。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/121-按cap切档与档数的最优点.md:33	而那个分布不中立（三个取样点全是 2 的幂，E120（档表取等比时公比怎么定） 已记）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/122-按目录聚在一起买到什么.md:80	### 变异测试逼出的一条真盲区与一条取样点不敏感
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/122-按目录聚在一起买到什么.md:85	| `M10_random不去重`（把去重条件短路成恒真） | **取样点不敏感**：LCG 的模是 2⁶⁴，而 512 是 2 的幂 ⇒ `x % 512` 恰好走满周期、永不碰撞，去重成了死逻辑 | 补一个非 2 的幂的取样点（15 × 32 = 480，当场碰撞 172 次），见 `random_deduplication_needs_a_non_power_of_two_size` |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/126-超级块槽宽四条候选的代价.md:110	| 乙与甲**只在 `md_raid5` 那一对上分开**，前十行逐格相同；而那一格正是 E34（根环槽几何) 真设备实测「同 chunk 内邻槽 10/10 完好、**暴露面 ≠ 损失面**」的那一格 | 主 agent 核产物，**属实**——乙买到的失败模式改善，在唯一分开它的取样点上实测为零 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/126-超级块槽宽四条候选的代价.md:111	| 判据 5 的异构池取样点 `[(512,512),(4096,4096)]` 两台都 `io_min == pbs` ⇒ **对乙零判别力**；换成 `[(512,512),(512,65536)]` 则甲单值、乙非单值 | **属实**，E126（超级块槽宽四条候选的代价） 判据 5 的取样点选窄了 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/126-超级块槽宽四条候选的代价.md:141	⚠️ **三条变异第一轮没被抓，按 `.claude/rules/mutation-sampling.md` 三分之后补的取样点**：
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/126-超级块槽宽四条候选的代价.md:143	`fits_strict`（`<=` → `<`）与 `tear_sector_floor`（`div_ceil` → `/`）都是**取样点不敏感**——
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/126-超级块槽宽四条候选的代价.md:149	**同一个取样点问题，只是这次是编译不出错、运行才炸。**
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/127-分裂合并之下组身份要不要存.md:119	7. 判决对几何取样点的敏感性（第五轮反推腿的探针，未入库，`research/prompts/d26-r5-opus-output.md` 第三节）：插多删少（插 20 删 12）时一条「组维持成节点序连续块、组自己分裂合并」的存组身份臂四格全赢、最好 0.876——仍到不了 0.8；容量 32 那一档两族比值 0.999–1.007，模型没有分辨力。主格几何（容量 8、插 16 删 16、节点数从 8192 收到 7398）不是任何已定条款给的，判据 6 只在这一个几何取样点上量过，落 C317（判决只在一个几何取样点上量过没有检查）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/128-指针带出生树txg之后的点查代价.md:120	| 树表每层几棵 | **E128（指针带出生 (树, txg) 之后的点查代价） 不报这个数**，只报条目宽 121 → 137（纯字段表求和，两个口径对它一致）。分母仓里有两个：D22（单元原子性怎么合成） 逐字「(16384−68−32)/67 = 16284/67 = 243」用 16284，而 `NODE_BYTES − NODE_HEADER_BYTES` 是 16320。⚠️ **两者在 121 上都给 134，只在 137 上差 1（118 与 119）**——`.claude/rules/mutation-sampling.md` 说的第三类「取样点不敏感」，基线那一格对上了就没人会去查另一格。单测 `the_two_tree_table_denominators_agree_at_121_and_disagree_at_137` 把这件事钉住，落点 C157（树表容量在两处按不同条目宽算）|
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/130-每头一份livelist过不过有界销毁.md:84	「取样点不敏感」，补了取样点而不是记成等价变异**：M8（condense 判据放宽成恒触发）
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/130-每头一份livelist过不过有界销毁.md:89	补三个取样点（150/100、200/100、201/100），M8 当场被抓。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/131-livelist的两条载体数值与代价.md:82	M13（占容量不随条目数缩放）是**第三类取样点不敏感**——唯一那条绝对值断言钉在 E97（记账与分配记录的条目编码）
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/131-livelist的两条载体数值与代价.md:83	的基准条目数上，缩放因子在那一点正好是 1，补了一个离开基准的取样点。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/132-livelist载体按真实树数与内部扇出重算.md:65	⚠️ 第一轮 M9（共享臂的 key 漏加树 ID）没红，按 `.claude/rules/mutation-sampling.md` 判为**第三类取样点不敏感**：
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/132-livelist载体按真实树数与内部扇出重算.md:66	唯一钉绝对值的那一格在宽 24 与宽 32 下恰好都是 4 层。补了一个跨两层边界的取样点——两层能装的条数宽 24 是 680 × 196 = 133280、
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/133-映射key各候选的格式代价.md:12	① 为补变异的敏感取样点，**写装置的人在正式开跑之前已经用独立算术看过各臂的数**；
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/133-映射key各候选的格式代价.md:156	节点头 64 与 76 互换（两条）是**取样点不敏感**——已登记的 196 / 164 / 175 / 201 / 267 / 236 在两个口径下恰好同值，补了会分叉的取样点（`slotgen12` 的 inode 内部条目 111 字节、`k3` 的映射叶条目 48 字节）；
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/137-映射key形态的性能差距.md:179	27 条全部被抓。重点几条：最右追加也对半分、对半分只报新叶、首键不随更小的键更新、内部层分组粗了一档、根槽与记录各算 0、缓存逐出最新的与容量少一个、两种码 1 key 各改一段、混合路的码 1 半取出生序、多流往新文件追加、当前文件取成第一个（小镜像一条流只有一个文件、抓不到，靠那条专门的单测里一条流多个文件的取样点）、码 2 旧条目漏删、只装码 1 也刷码 2 条目、搬迁也弄脏 extent 叶、快照留住的判据写反、单文件快照变全镜像、发布后不清脏叶、批的边界偏一。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/138-按盘回退下界与推空的空间要求.md:26	变异 M6（恢复时生效值取各盘最大）第一轮一个单测都没红，按 `.claude/rules/mutation-sampling.md` 判为取样点不敏感，补了单测
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/139-按盘回退下界的收严形态.md:28	变异 M13（按状态数读的上限把空根也数进去）第一轮一个单测都没红，按 `.claude/rules/mutation-sampling.md` 判为取样点不敏感——原有单测只在没推过空的环上取样，两种上限那里同值；
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/139-按盘回退下界的收严形态.md:81	代价是后者的 `df` 要扣一截随最近三个状态释放量变的滞后量（近满盘、一窗删一个 8 块对象这一个取样点上平均约 32–35 块，最大 44 / 52，按 16 KiB 一块 0.5–0.8 MiB；它随一窗释放多少线性涨，没有上界），删掉的东西要过三个状态才回来。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:4	**五条判据全过**（2026-09-14 第三次跑）：28 个取样点 × 两块盘轮流当紧盘，空闲恰等于份额的池挂成可写、少 1 块的挂成只读；预留置 0 时两个都可写（阳性对照）；一块盘短 1 块而两块盘加起来够的池，按设备判只读、按池级标量判可写；总预留与跑前手算的 28 个数逐格相等；七个错法各有取样点分得开。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:5	⚠️ **它是规格层的自证，不是实现的证据**：装置照 D28（挂载期承诺量） 的原文写挂载判定，证明的是「这组取样点与这几个池分得开对的式子与错的式子」，实现写出来之后要拿它对拍。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:15	代码 `research/e7-index-bench/src/bin/e141_switch_reserve_mount_admission.rs`，原始输出 `research/results/e141-switch-reserve-mount-admission-2026-09-14-row-writing.out`（121 行，末行 `emitted=121`；2026-09-14 第三次跑，份额 = (N_switch + 1) × (链重写 + 暖机 R × c_max)，c_max 扫 4 / 9 两档、28 个取样点，错法 6 → 7；第二次跑的 `research/results/e141-switch-reserve-mount-admission-2026-09-13-warmup.out`（120 行，N_switch 份）与第一次跑的 `research/results/e141-switch-reserve-mount-admission-2026-09-13.out`（62 行，只有链重写）留档），跑前登记 `research/prompts/e141-p
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:35	取样点 rows0 ∈ {0, 366, 367, 505, 506, 1014, 4064} × 行宽 ∈ {64, 88}：505 / 506 是行宽 64 的片边界（rows0 + 3 = 508 / 509），366 / 367 是行宽 88 的片边界（369 / 370），1014 跨第三片，4064 是 C126（切换预留的最坏量没有口径） 行里点名要钉的那一格；88 是 2026-09-13 起的行宽（C304（实例表链指针记录装不下 83 宽的指针） 收口时从 64 改宽），64 是之前的行宽。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:45	| 1 | 判别力 | 56 对池（28 个取样点 × 紧盘 0 / 1）全部在份额处翻：空闲 = 份额可写、份额 − 1 只读 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:47	| 3 | 设备维 | 28 个取样点上「盘 0 空闲 = 份额 + 50、盘 1 = 份额 − 1」的池，被测臂全部只读、池级标量臂全部可写 ⇒ 这个池分得开两条臂，不作废 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:49	| 5 | 取样点敏感 | 七个错法都有分得开的取样点（`name=sensitivity` 那七行）；rows0 = 0 那一格上链重写的四个错法都与被测同数（c_max 4 时 112），单拿它验不了式子 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:78	1. 实现侧没有挂载代码：这是规格层的自证，实现写出来之后要拿这 28 对池与 14 个取样点对拍，判定逐对相等（落 C126（切换预留的最坏量没有口径））。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:80	3. 行宽 2026-09-13 定为 88（C304（实例表链指针记录装不下 83 宽的指针） 收口），装置已取这一格；将来再改宽要补取样点、重算片边界。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/141-切换预留的挂载准入自证.md:81	4. 池级两项（待删占用、已承诺预留）不在挂载合取里（D2（RAID 条带策略） 已定项 13 只列预留），装置不判；checkpoint 的保留池（D28（挂载期承诺量） 已定项 4）不在这一项里。 ⚠️ 2026-09-13 起式子多了池级第八项 checkpoint 保留池（D28（挂载期承诺量） 已定项 4），切换预留多了「R 次空发布 × 现算 c_max」（D16（发布语义） 已定项 8）——**第二次跑把后者加进了份额**（第三次跑起按 N_switch + 1 份）：每块盘 (N_switch + 1) × R × c_max = 48（c_max 4）/ 108（c_max 9）块，与链重写相加后判据 1 / 2 / 3 在 28 个取样点上照过，错法「漏暖机」「暖机只按池级一份」在全部 28 点都分得开；c_max 是现算的量，装置把它当输入扫两档（E148（提交固定点按两棵记录树重算） 第一个事务规模 4、池规模 9），两块盘互为镜像所以每块盘各占一份是装置取法。池级第八项仍没测。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/142-第一个事务的干跑.md:41	现在是 4 GiB 翻成 8 GiB（`.claude/rules/mutation-sampling.md` 的第三类：不是等价变异，是取样点选得让它活不到运行期）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/142-第一个事务的干跑.md:44	也不是取样点不敏感——换任何取样点都抓不到，因为根本没有断言看那一格）：
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/148-提交固定点按两棵记录树重算.md:22	`scattered` 臂有确定性伪随机（5 个种子，乘法混淆，不是 `seed | 1`），另两臂确定 ⇒ 跑 N 遍逐字节一致；证据来自 9 个单测 + 10 条变异全抓：两个手算锚点（两棵 8 叶小树 4 轮 / 10 脏 / 11 块 / 22 条；一棵 2 轮 / 3 脏 / 4 块）、E81（提交的固定点） 的阳性对照（2 轮 5 块、散布 ≥ 5 倍）、池规模两棵树 2 轮 9 块、第一个事务规模 4 块、三臂次序（只聚簇提交块严格落在全聚簇与全散布之间）、守恒、游标从 key 空间中部起、映射树几何。第一轮变异「只聚簇提交块把用户块也聚簇」「游标从 0 起」没被抓——前者是没有一条断言分辨那条臂，后者是取样点不敏感（小树上从 0 起脏的节点数相同）——各补一条断言后抓到。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/149-打包容器坏了靠什么补的三条补法各付什么.md:22	没有 I/O、没有随机源 ⇒ 跑 N 遍必然逐字节一致；证据强度来自 6 个单测 + 8 条变异全抓。第一轮变异「容器头抄成 103」「槽自描述抄成 43」一个测试都没红——五档对象大小上两个口径算出同一组 cap，是 `.claude/rules/mutation-sampling.md` 第三类（取样点不敏感）；补了 6486 字节这个跨整数边界的取样点（107 / 47 时 cap 4，103 或 43 时 5）之后两条都被抓。
